PWM,human_TF,mouse_TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
TA0501_CART1_DBD_dimer,ALX1,Alx1,ALX1_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
TA0502_CDX1_DBD_monomer,CDX1,Cdx1,CDX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
TA0503_CDX2_DBD_monomer,CDX2,Cdx2,CDX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
TA0504_DLX1_DBD_monomer,DLX1,Dlx1,DLX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0505_DLX2_DBD_monomer,DLX2,Dlx2,DLX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0506_DLX3_DBD_monomer,DLX3,Dlx3,DLX3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0507_DLX4_DBD_monomer,DLX4,Dlx4,DLX4_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0508_DLX5_FL_monomer,DLX5,Dlx5,DLX5_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0509_DLX6_DBD_monomer,DLX6,Dlx6,DLX6_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0510_DMBX1_DBD_monomer,DMBX1,Dmbx1,DMBX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DMBX
TA0511_DPRX_DBD_monomer,DPRX,-,DPRX_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DPRX
TA0512_DPRX_DBD_monomer,DPRX,-,DPRX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DPRX
TA0513_DRGX_DBD_dimer,DRGX,Prrxl1,DRGX_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DRGX
TA0514_DUXA_DBD_dimer,DUXA,-,DUXA_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DUX
TA0515_Dlx1_DBD_monomer,DLX1,Dlx1,DLX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0516_Dlx2_DBD_monomer,DLX2,Dlx2,DLX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
TA0517_EMX1_DBD_monomer,EMX1,Emx1,EMX1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
TA0518_EMX1_DBD_dimer,EMX1,Emx1,EMX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
TA0519_EMX2_DBD_monomer,EMX2,Emx2,EMX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
TA0520_EMX2_DBD_dimer,EMX2,Emx2,EMX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
TA0521_EN1_DBD_monomer,EN1,En1,EN1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0522_EN1_DBD_dimer,EN1,En1,EN1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0523_EN1_full_monomer,EN1,En1,EN1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0524_EN1_full_dimer,EN1,En1,EN1_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0525_EN2_DBD_monomer,EN2,En2,EN2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0526_EN2_full_monomer,EN2,En2,EN2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0527_ESX1_DBD_monomer,ESX1,Esx1,ESX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ESX
TA0528_ESX1_full_monomer,ESX1,Esx1,ESX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ESX
TA0529_EVX1_DBD_monomer,EVX1,Evx1,EVX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
TA0530_EVX2_DBD_monomer,EVX2,Evx2,EVX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
TA0531_En2_DBD_monomer,EN2,En2,EN2_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
TA0532_GBX1_DBD_monomer,GBX1,Gbx1,GBX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0533_GBX2_DBD_monomer,GBX2,Gbx2,GBX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0534_GBX2_DBD_dimer,GBX2,Gbx2,GBX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0535_GBX2_full_monomer,GBX2,Gbx2,GBX2_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0536_GSC2_DBD_monomer,GSC2,Gsc2,GSC2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
TA0537_GSC_full_monomer,GSC,Gsc,GSC_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
TA0538_GSX1_DBD_monomer,GSX1,Gsx1,GSX1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
TA0539_GSX2_DBD_monomer,GSX2,Gsx2,GSX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
TA0540_Gbx1_DBD_monomer,GBX1,Gbx1,GBX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0541_Gbx2_DBD_monomer,GBX2,Gbx2,GBX2_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
TA0542_HESX1_DBD_monomer,HESX1,Hesx1,HESX1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,HESX
TA0543_HESX1_DBD_dimer,HESX1,Hesx1,HESX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,HESX
TA0544_HMBOX1_DBD_monomer,HMBOX1,Hmbox1,HMBOX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
TA0545_HMX1_DBD_monomer,HMX1,Hmx1,HMX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
TA0546_HMX2_DBD_monomer,HMX2,Hmx2,HMX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
TA0547_HMX3_DBD_monomer,HMX3,Hmx3,HMX3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
TA0548_HNF1A_full_dimer,HNF1A,Hnf1a,HNF1A_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
TA0549_HNF1B_full_dimer,HNF1B,Hnf1b,HNF1B_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
TA0550_HNF1B_full_dimer,HNF1B,Hnf1b,HNF1B_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
TA0551_HOXA10_DBD_monomer,HOXA10,Hoxa10,HOXA10_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0552_HOXA10_DBD_monomer,HOXA10,Hoxa10,HOXA10_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0553_HOXA13_DBD_monomer,HOXA13,Hoxa13,HOXA13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0554_HOXA13_DBD_monomer,HOXA13,Hoxa13,HOXA13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0555_HOXA13_full_monomer,HOXA13,Hoxa13,HOXA13_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0556_HOXA13_full_monomer,HOXA13,Hoxa13,HOXA13_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0557_HOXA1_DBD_monomer,HOXA1,Hoxa1,HOXA1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX1
TA0558_HOXA2_DBD_monomer,HOXA2,Hoxa2,HOXA2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0559_HOXB13_DBD_monomer,HOXB13,Hoxb13,HOXB13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0560_HOXB13_DBD_monomer,HOXB13,Hoxb13,HOXB13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0561_HOXB2_DBD_monomer,HOXB2,Hoxb2,HOXB2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0562_HOXB3_DBD_monomer,HOXB3,Hoxb3,HOXB3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
TA0563_HOXB5_DBD_monomer,HOXB5,Hoxb5,HOXB5_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX5
TA0564_HOXC10_DBD_monomer,HOXC10,Hoxc10,HOXC10_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0565_HOXC10_DBD_monomer,HOXC10,Hoxc10,HOXC10_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0566_HOXC10_DBD_monomer,HOXC10,Hoxc10,HOXC10_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0567_HOXC11_DBD_monomer,HOXC11,Hoxc11,HOXC11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0568_HOXC11_DBD_monomer,HOXC11,Hoxc11,HOXC11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0569_HOXC11_full_monomer,HOXC11,Hoxc11,HOXC11_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0570_HOXC11_full_monomer,HOXC11,Hoxc11,HOXC11_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0571_HOXC12_DBD_monomer,HOXC12,Hoxc12,HOXC12_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0572_HOXC12_DBD_monomer,HOXC12,Hoxc12,HOXC12_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0573_HOXC13_DBD_monomer,HOXC13,Hoxc13,HOXC13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0574_HOXC13_DBD_monomer,HOXC13,Hoxc13,HOXC13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0575_HOXD11_DBD_monomer,HOXD11,Hoxd11,HOXD11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0576_HOXD11_DBD_monomer,HOXD11,Hoxd11,HOXD11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0577_HOXD12_DBD_monomer,HOXD12,Hoxd12,HOXD12_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0578_HOXD12_DBD_monomer,HOXD12,Hoxd12,HOXD12_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0579_HOXD13_DBD_monomer,HOXD13,Hoxd13,HOXD13_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0580_HOXD13_DBD_monomer,HOXD13,Hoxd13,HOXD13_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0581_HOXD8_DBD_monomer,HOXD8,Hoxd8,HOXD8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX8
TA0582_Hoxa11_DBD_monomer,HOXA11,Hoxa11,HOXA11_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0583_Hoxa11_DBD_monomer,HOXA11,Hoxa11,HOXA11_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0584_Hoxa2_DBD_monomer,HOXA2,Hoxa2,HOXA2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
TA0585_Hoxc10_DBD_monomer,HOXC10,Hoxc10,HOXC10_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0586_Hoxc10_DBD_monomer,HOXC10,Hoxc10,HOXC10_006,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0587_Hoxd13_DBD_monomer,HOXD13,Hoxd13,HOXD13_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0588_Hoxd13_DBD_monomer,HOXD13,Hoxd13,HOXD13_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0589_Hoxd3_DBD_monomer,HOXD3,Hoxd3,HOXD3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
TA0590_Hoxd9_DBD_monomer,HOXD9,Hoxd9,HOXD9_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0591_Hoxd9_DBD_monomer,HOXD9,Hoxd9,HOXD9_002,1001,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0592_Hoxd9_DBD_monomer,HOXD9,Hoxd9,HOXD9_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
TA0593_IRX2_DBD_dimer,IRX2,Irx2,IRX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0594_IRX5_DBD_dimer,IRX5,Irx5,IRX5_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0595_ISL2_DBD_monomer,ISL2,Isl2,ISL2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,ISL
TA0596_ISX_DBD_dimer,ISX,Isx,ISX_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0597_ISX_DBD_monomer,ISX,Isx,ISX_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0598_ISX_full_monomer,ISX,Isx,ISX_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ISX
TA0599_Irx3_DBD_dimer,IRX3,Irx3,IRX3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,IRX (Iroquois)
TA0600_LBX2_DBD_dimer,LBX2,Lbx2,LBX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,LBX
TA0601_LBX2_DBD_monomer,LBX2,Lbx2,LBX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,LBX
TA0602_LHX2_DBD_monomer,LHX2,Lhx2,LHX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0603_LHX2_DBD_dimer,LHX2,Lhx2,LHX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0604_LHX6_full_monomer,LHX6,Lhx6,LHX6_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0605_LHX6_full_dimer,LHX6,Lhx6,LHX6_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0606_LHX6_full_dimer,LHX6,Lhx6,LHX6_005,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0607_LHX9_DBD_monomer,LHX9,Lhx9,LHX9_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0608_LHX9_DBD_dimer,LHX9,Lhx9,LHX9_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-2-like factors
TA0609_LMX1A_DBD_monomer,LMX1A,Lmx1a,LMX1A_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0610_LMX1B_DBD_monomer,LMX1B,Lmx1b,LMX1B_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0611_LMX1B_full_monomer,LMX1B,Lmx1b,LMX1B_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lmx
TA0612_Lhx4_DBD_monomer,LHX4,Lhx4,LHX4_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-3-like factors
TA0613_Lhx8_DBD_dimer,LHX8,Lhx8,LHX8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0614_Lhx8_DBD_monomer,LHX8,Lhx8,LHX8_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0615_Lhx8_DBD_dimer,LHX8,Lhx8,LHX8_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
TA0616_MEOX1_full_monomer,MEOX1,Meox1,MEOX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0617_MEOX2_DBD_monomer,MEOX2,Meox2,MEOX2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0618_MEOX2_DBD_dimer,MEOX2,Meox2,MEOX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0619_MEOX2_DBD_dimer,MEOX2,Meox2,MEOX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0620_MIXL1_full_monomer,MIXL1,Mixl1,MIXL1_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,MIX
TA0621_MNX1_DBD_monomer,MNX1,Mnx1,MNX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MNX
TA0622_MSX1_DBD_dimer,MSX1,Msx1,MSX1_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0623_MSX1_DBD_monomer,MSX1,Msx1,MSX1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0624_MSX1_full_monomer,MSX1,Msx1,MSX1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0625_MSX2_DBD_dimer,MSX2,Msx2,MSX2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0626_MSX2_DBD_monomer,MSX2,Msx2,MSX2_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0627_Meox2_DBD_monomer,MEOX2,Meox2,MEOX2_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
TA0628_Msx3_DBD_dimer,-,Msx3,MSX3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0629_Msx3_DBD_monomer,-,Msx3,MSX3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,MSX
TA0630_NKX2-3_DBD_monomer,NKX2-3,Nkx2-3,NKX2-3_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-4
TA0631_NKX2-3_full_monomer,NKX2-3,Nkx2-3,NKX2-3_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-4
TA0632_NKX2-8_DBD_monomer,NKX2-8,Nkx2-8,NKX2-8_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-2.2
TA0633_NKX2-8_full_monomer,NKX2-8,Nkx2-8,NKX2-8_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-2.2
TA0634_NKX3-1_full_monomer,NKX3-1,Nkx3-1,NKX3-1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
TA0635_NKX3-2_DBD_monomer,NKX3-2,Nkx3-2,NKX3-2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
TA0636_NKX6-1_DBD_monomer,NKX6-1,Nkx6-1,NKX6-1_003,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0637_NKX6-1_full_monomer,NKX6-1,Nkx6-1,NKX6-1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0638_NKX6-2_DBD_monomer,NKX6-2,Nkx6-2,NKX6-2_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0639_NKX6-2_full_monomer,NKX6-2,Nkx6-2,NKX6-2_002,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-6
TA0640_NOTO_DBD_monomer,NOTO,Noto,NOTO_001,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NOTO
TA0641_Nkx3-1_DBD_monomer,NKX3-1,Nkx3-1,NKX3-1_004,1000,"Jolma A and Taipale J et al., Cell 2013",Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-3
